,HPTN084,TDF2,Partners,VOICE,FEM
2776,84.0,99.0,97.0,99.0,95.0
2777,67.0,98.0,77.0,22.0,37.0
2778,78.0,56.00000000000001,10.0,15.0,42.0
2779,83.0,80.0,98.0,79.0,51.0
2780,96.0,80.0,94.0,48.0,81.0
2781,96.0,40.0,72.0,75.0,39.0
2782,97.0,30.0,86.0,45.0,22.0
2783,96.0,88.0,93.0,54.0,65.0
2784,86.0,59.0,96.0,51.0,8.0
2785,89.0,98.0,99.0,57.99999999999999,44.0
2786,97.0,87.0,95.0,86.0,34.0
2787,72.0,69.0,80.0,47.0,20.0
2788,90.0,35.0,73.0,94.0,24.0
2789,94.0,81.0,95.0,64.0,13.0
2790,55.00000000000001,26.0,82.0,17.0,98.0
2791,70.0,82.0,85.0,39.0,62.0
2792,97.0,51.0,97.0,30.0,74.0
2793,47.0,87.0,88.0,98.0,10.0
2794,94.0,96.0,77.0,52.0,99.0
2795,98.0,87.0,89.0,92.0,33.0
2796,74.0,81.0,94.0,98.0,14.000000000000002
2797,94.0,72.0,95.0,10.0,7.000000000000001
2798,80.0,97.0,71.0,90.0,75.0
2799,99.0,81.0,90.0,95.0,32.0
2800,76.0,73.0,77.0,96.0,33.0
2801,99.0,79.0,80.0,44.0,10.0
2802,96.0,80.0,91.0,90.0,0.0
2803,96.0,81.0,96.0,24.0,86.0
2804,98.0,39.0,32.0,26.0,20.0
2805,90.0,94.0,97.0,86.0,34.0
2806,84.0,96.0,88.0,87.0,82.0
2807,79.0,73.0,85.0,99.0,13.0
2808,57.99999999999999,72.0,92.0,94.0,20.0
2809,98.0,86.0,97.0,57.00000000000001,83.0
2810,99.0,79.0,89.0,53.0,76.0
2811,98.0,27.0,99.0,25.0,21.0
2812,34.0,46.0,83.0,68.0,31.0
2813,88.0,67.0,96.0,59.0,80.0
2814,97.0,87.0,56.00000000000001,98.0,47.0
2815,62.0,9.0,79.0,61.0,93.0
2816,97.0,98.0,98.0,57.99999999999999,72.0
2817,54.0,17.0,76.0,35.0,42.0
2818,91.0,72.0,95.0,99.0,49.0
2819,99.0,12.0,96.0,93.0,57.99999999999999
2820,80.0,72.0,15.0,68.0,97.0
2821,84.0,56.00000000000001,76.0,16.0,30.0
2822,89.0,94.0,99.0,45.0,48.0
2823,98.0,98.0,99.0,71.0,33.0
2824,86.0,39.0,86.0,70.0,67.0
2825,71.0,81.0,88.0,98.0,71.0
2826,91.0,97.0,98.0,98.0,7.000000000000001
2827,89.0,87.0,80.0,57.00000000000001,44.0
2828,78.0,21.0,14.000000000000002,83.0,4.0
2829,62.0,82.0,84.0,14.000000000000002,11.0
2830,81.0,93.0,91.0,85.0,41.0
2831,66.0,97.0,57.99999999999999,55.00000000000001,69.0
2832,41.0,80.0,92.0,67.0,98.0
2833,35.0,76.0,95.0,99.0,21.0
2834,72.0,98.0,96.0,13.0,28.999999999999996
2835,97.0,98.0,61.0,67.0,47.0
2836,72.0,12.0,95.0,41.0,69.0
2837,83.0,1.0,91.0,51.0,47.0
2838,62.0,98.0,89.0,55.00000000000001,16.0
2839,66.0,73.0,93.0,72.0,33.0
2840,98.0,57.99999999999999,99.0,97.0,19.0
2841,48.0,98.0,78.0,98.0,14.000000000000002
2842,96.0,98.0,19.0,12.0,30.0
2843,99.0,39.0,98.0,48.0,83.0
2844,77.0,98.0,69.0,43.0,49.0
2845,80.0,88.0,89.0,99.0,96.0
2846,70.0,84.0,98.0,27.0,99.0
2847,93.0,85.0,69.0,62.0,42.0
2848,94.0,77.0,52.0,91.0,66.0
2849,96.0,89.0,99.0,99.0,80.0
2850,79.0,72.0,86.0,79.0,3.0
2851,81.0,60.0,92.0,2.0,83.0
2852,90.0,91.0,85.0,76.0,12.0
2853,93.0,81.0,97.0,35.0,80.0
2854,96.0,66.0,99.0,98.0,24.0
2855,77.0,83.0,81.0,64.0,20.0
2856,63.0,91.0,99.0,87.0,27.0
2857,81.0,65.0,88.0,99.0,35.0
2858,99.0,88.0,63.0,70.0,95.0
2859,81.0,97.0,92.0,53.0,39.0
2860,96.0,48.0,99.0,0.0,4.0
2861,77.0,97.0,96.0,34.0,54.0
2862,98.0,40.0,69.0,0.0,22.0
2863,88.0,88.0,63.0,34.0,5.0
2864,92.0,89.0,94.0,19.0,18.0
2865,77.0,82.0,95.0,73.0,16.0
2866,99.0,98.0,98.0,12.0,6.0
2867,99.0,71.0,90.0,48.0,20.0
2868,92.0,50.0,98.0,75.0,38.0
2869,99.0,76.0,92.0,79.0,99.0
2870,91.0,9.0,90.0,33.0,31.0
2871,97.0,54.0,84.0,96.0,11.0
2872,99.0,85.0,94.0,85.0,12.0
2873,46.0,22.0,95.0,68.0,75.0
2874,99.0,80.0,92.0,91.0,28.000000000000004
2875,79.0,88.0,98.0,26.0,95.0
2876,92.0,97.0,97.0,28.000000000000004,99.0
2877,77.0,94.0,95.0,53.0,55.00000000000001
2878,70.0,57.99999999999999,95.0,67.0,38.0
2879,99.0,22.0,95.0,17.0,60.0
2880,56.00000000000001,93.0,93.0,71.0,1.0
2881,93.0,13.0,66.0,13.0,4.0
2882,52.0,86.0,96.0,72.0,31.0
2883,99.0,89.0,92.0,82.0,56.00000000000001
2884,64.0,68.0,69.0,53.0,57.99999999999999
2885,99.0,63.0,94.0,45.0,15.0
2886,98.0,55.00000000000001,94.0,33.0,14.000000000000002
2887,99.0,71.0,82.0,52.0,6.0
2888,87.0,15.0,88.0,93.0,4.0
2889,99.0,70.0,68.0,11.0,82.0
2890,98.0,99.0,87.0,77.0,93.0
2891,91.0,64.0,96.0,74.0,66.0
2892,98.0,57.00000000000001,76.0,50.0,12.0
2893,93.0,93.0,88.0,17.0,12.0
2894,89.0,21.0,97.0,65.0,8.0
2895,95.0,74.0,61.0,18.0,92.0
2896,99.0,96.0,94.0,74.0,4.0
2897,82.0,26.0,96.0,6.0,98.0
2898,63.0,57.99999999999999,97.0,94.0,49.0
2899,86.0,69.0,95.0,27.0,7.000000000000001
2900,99.0,86.0,87.0,34.0,61.0
2901,63.0,97.0,62.0,10.0,80.0
2902,12.0,22.0,98.0,27.0,12.0
2903,85.0,59.0,95.0,68.0,38.0
2904,99.0,24.0,91.0,96.0,17.0
2905,96.0,94.0,93.0,0.0,95.0
2906,65.0,67.0,99.0,41.0,93.0
2907,64.0,91.0,92.0,48.0,89.0
2908,78.0,69.0,97.0,8.0,6.0
2909,78.0,62.0,68.0,48.0,75.0
2910,92.0,96.0,68.0,98.0,48.0
2911,99.0,87.0,95.0,97.0,78.0
2912,99.0,16.0,97.0,45.0,71.0
2913,98.0,66.0,89.0,86.0,99.0
2914,95.0,98.0,98.0,95.0,99.0
2915,99.0,74.0,73.0,66.0,54.0
2916,66.0,86.0,97.0,68.0,41.0
2917,98.0,88.0,98.0,57.00000000000001,43.0
2918,83.0,56.00000000000001,81.0,57.00000000000001,5.0
2919,67.0,46.0,98.0,67.0,2.0
2920,95.0,49.0,96.0,63.0,36.0
2921,85.0,88.0,97.0,97.0,12.0
2922,98.0,91.0,97.0,37.0,16.0
2923,65.0,94.0,85.0,13.0,11.0
2924,76.0,99.0,94.0,63.0,97.0
2925,99.0,90.0,99.0,65.0,47.0
2926,98.0,91.0,84.0,78.0,61.0
2927,97.0,83.0,96.0,23.0,17.0
2928,38.0,93.0,94.0,97.0,55.00000000000001
2929,99.0,57.99999999999999,97.0,93.0,22.0
2930,74.0,34.0,90.0,92.0,22.0
2931,79.0,49.0,79.0,41.0,68.0
2932,74.0,57.99999999999999,87.0,98.0,8.0
2933,92.0,31.0,96.0,81.0,3.0
2934,84.0,84.0,90.0,19.0,14.000000000000002
2935,97.0,99.0,89.0,91.0,72.0
2936,89.0,78.0,86.0,35.0,67.0
2937,82.0,47.0,80.0,94.0,40.0
2938,63.0,86.0,19.0,10.0,35.0
2939,81.0,93.0,56.00000000000001,91.0,34.0
2940,95.0,95.0,85.0,89.0,73.0
2941,90.0,35.0,59.0,98.0,57.00000000000001
2942,97.0,44.0,93.0,69.0,0.0
2943,91.0,78.0,96.0,99.0,5.0
2944,87.0,21.0,98.0,28.000000000000004,23.0
2945,99.0,53.0,41.0,76.0,25.0
2946,64.0,94.0,97.0,86.0,28.999999999999996
2947,94.0,78.0,98.0,63.0,60.0
2948,98.0,89.0,66.0,84.0,1.0
2949,87.0,34.0,93.0,45.0,11.0
2950,99.0,84.0,91.0,84.0,80.0
2951,75.0,69.0,90.0,81.0,18.0
2952,89.0,78.0,97.0,94.0,97.0
2953,92.0,49.0,88.0,98.0,97.0
2954,62.0,5.0,94.0,92.0,84.0
2955,76.0,44.0,82.0,89.0,47.0
2956,89.0,13.0,98.0,82.0,33.0
2957,74.0,80.0,88.0,25.0,72.0
2958,96.0,84.0,93.0,13.0,16.0
2959,96.0,44.0,61.0,97.0,13.0
2960,98.0,83.0,94.0,0.0,23.0
2961,96.0,61.0,97.0,57.00000000000001,70.0
2962,41.0,96.0,61.0,76.0,63.0
2963,67.0,70.0,98.0,84.0,57.99999999999999
2964,90.0,93.0,36.0,54.0,44.0
2965,99.0,87.0,99.0,84.0,98.0
2966,66.0,76.0,92.0,94.0,66.0
2967,96.0,80.0,98.0,33.0,46.0
2968,96.0,59.0,84.0,90.0,65.0
2969,96.0,98.0,79.0,99.0,7.000000000000001
2970,77.0,72.0,83.0,28.999999999999996,48.0
2971,77.0,63.0,78.0,56.00000000000001,84.0
2972,99.0,82.0,96.0,92.0,84.0
2973,99.0,90.0,96.0,28.000000000000004,53.0
2974,96.0,70.0,91.0,33.0,77.0
2975,66.0,82.0,91.0,52.0,97.0
2976,81.0,70.0,77.0,61.0,6.0
2977,99.0,91.0,99.0,97.0,68.0
2978,93.0,72.0,68.0,48.0,2.0
2979,76.0,46.0,99.0,2.0,39.0
2980,97.0,60.0,94.0,53.0,34.0
2981,96.0,91.0,95.0,1.0,71.0
2982,93.0,81.0,99.0,79.0,94.0
2983,65.0,71.0,87.0,79.0,74.0
2984,98.0,46.0,79.0,98.0,46.0
2985,82.0,87.0,89.0,20.0,46.0
2986,99.0,37.0,95.0,78.0,35.0
2987,99.0,84.0,90.0,70.0,41.0
2988,44.0,64.0,99.0,61.0,40.0
2989,97.0,57.00000000000001,97.0,59.0,10.0
2990,89.0,70.0,99.0,92.0,63.0
2991,63.0,84.0,85.0,61.0,85.0
2992,96.0,50.0,74.0,99.0,98.0
2993,57.00000000000001,65.0,94.0,6.0,12.0
2994,87.0,65.0,97.0,85.0,87.0
2995,96.0,65.0,97.0,98.0,18.0
2996,77.0,91.0,82.0,49.0,8.0
2997,91.0,91.0,95.0,12.0,10.0
2998,79.0,88.0,79.0,14.000000000000002,34.0
2999,62.0,90.0,39.0,31.0,85.0
3000,92.0,57.99999999999999,85.0,14.000000000000002,59.0
3001,86.0,63.0,85.0,68.0,22.0
3002,98.0,74.0,97.0,99.0,91.0
3003,94.0,51.0,97.0,94.0,4.0
3004,89.0,53.0,92.0,14.000000000000002,2.0
3005,86.0,96.0,74.0,19.0,45.0
3006,99.0,95.0,98.0,46.0,55.00000000000001
3007,87.0,63.0,71.0,80.0,73.0
3008,99.0,54.0,96.0,97.0,10.0
3009,92.0,73.0,76.0,11.0,72.0
3010,90.0,4.0,43.0,54.0,41.0
3011,65.0,93.0,90.0,48.0,96.0
3012,72.0,65.0,97.0,59.0,70.0
3013,83.0,59.0,82.0,93.0,21.0
3014,89.0,62.0,88.0,99.0,47.0
3015,99.0,68.0,99.0,72.0,14.000000000000002
3016,86.0,81.0,94.0,43.0,19.0
3017,99.0,73.0,93.0,54.0,45.0
3018,64.0,95.0,99.0,66.0,33.0
3019,93.0,60.0,96.0,85.0,33.0
3020,99.0,9.0,61.0,57.00000000000001,46.0
3021,88.0,37.0,95.0,52.0,95.0
3022,50.0,82.0,94.0,17.0,75.0
3023,99.0,83.0,86.0,55.00000000000001,9.0
3024,70.0,39.0,80.0,95.0,69.0
3025,72.0,86.0,97.0,79.0,81.0
3026,83.0,83.0,95.0,95.0,81.0
3027,85.0,97.0,87.0,83.0,39.0
3028,84.0,86.0,95.0,37.0,27.0
3029,64.0,73.0,83.0,70.0,30.0
3030,93.0,95.0,98.0,39.0,45.0
3031,71.0,65.0,97.0,25.0,12.0
3032,90.0,73.0,81.0,99.0,95.0
3033,99.0,99.0,98.0,68.0,83.0
3034,69.0,44.0,98.0,95.0,9.0
3035,57.00000000000001,57.00000000000001,90.0,65.0,25.0
3036,97.0,52.0,98.0,95.0,98.0
3037,66.0,57.00000000000001,96.0,92.0,21.0
3038,99.0,31.0,93.0,41.0,49.0
3039,95.0,80.0,81.0,96.0,17.0
3040,93.0,95.0,94.0,72.0,43.0
3041,82.0,76.0,98.0,88.0,8.0
3042,96.0,81.0,99.0,78.0,97.0
3043,89.0,90.0,94.0,38.0,84.0
3044,93.0,49.0,99.0,99.0,17.0
3045,98.0,57.99999999999999,99.0,63.0,82.0
3046,92.0,45.0,97.0,93.0,18.0
3047,80.0,70.0,70.0,98.0,26.0
3048,59.0,75.0,92.0,93.0,42.0
3049,72.0,99.0,85.0,62.0,54.0
3050,81.0,81.0,69.0,45.0,96.0
3051,91.0,84.0,87.0,53.0,90.0
3052,84.0,65.0,12.0,98.0,84.0
3053,78.0,35.0,99.0,69.0,57.99999999999999
3054,74.0,81.0,95.0,53.0,92.0
3055,86.0,82.0,72.0,9.0,41.0
3056,93.0,83.0,90.0,98.0,37.0
3057,99.0,48.0,98.0,94.0,56.00000000000001
3058,98.0,34.0,99.0,91.0,74.0
3059,37.0,73.0,90.0,99.0,84.0
3060,69.0,57.99999999999999,99.0,99.0,34.0
3061,77.0,79.0,69.0,13.0,87.0
3062,92.0,52.0,94.0,41.0,22.0
3063,99.0,33.0,87.0,77.0,12.0
3064,54.0,40.0,93.0,27.0,37.0
3065,96.0,81.0,99.0,46.0,31.0
3066,91.0,66.0,95.0,32.0,39.0
3067,83.0,82.0,76.0,63.0,99.0
3068,98.0,91.0,85.0,99.0,95.0
3069,99.0,21.0,94.0,1.0,88.0
3070,99.0,72.0,84.0,83.0,67.0
3071,80.0,95.0,86.0,69.0,27.0
3072,83.0,48.0,90.0,25.0,66.0
3073,99.0,94.0,96.0,42.0,97.0
3074,80.0,55.00000000000001,86.0,87.0,12.0
3075,96.0,95.0,98.0,98.0,39.0
3076,97.0,7.000000000000001,84.0,75.0,25.0
3077,57.99999999999999,80.0,61.0,0.0,91.0
3078,91.0,80.0,54.0,94.0,39.0
3079,97.0,87.0,82.0,84.0,26.0
3080,85.0,84.0,89.0,89.0,9.0
3081,97.0,69.0,93.0,62.0,14.000000000000002
3082,99.0,75.0,98.0,28.000000000000004,20.0
3083,90.0,75.0,88.0,34.0,52.0
3084,67.0,95.0,97.0,30.0,99.0
3085,99.0,57.99999999999999,84.0,30.0,98.0
3086,98.0,84.0,95.0,99.0,97.0
3087,96.0,94.0,96.0,9.0,26.0
3088,76.0,74.0,91.0,1.0,17.0
3089,98.0,68.0,86.0,95.0,0.0
3090,75.0,73.0,89.0,43.0,95.0
3091,85.0,61.0,86.0,14.000000000000002,92.0
3092,98.0,87.0,70.0,91.0,6.0
3093,92.0,53.0,77.0,38.0,41.0
3094,88.0,86.0,99.0,33.0,20.0
3095,93.0,76.0,88.0,0.0,87.0
3096,75.0,43.0,92.0,5.0,20.0
3097,99.0,61.0,62.0,92.0,9.0
3098,88.0,39.0,98.0,62.0,95.0
3099,97.0,71.0,91.0,95.0,2.0
3100,48.0,15.0,98.0,56.00000000000001,9.0
3101,47.0,97.0,87.0,22.0,28.999999999999996
3102,96.0,45.0,96.0,89.0,20.0
3103,99.0,79.0,92.0,95.0,96.0
3104,82.0,89.0,90.0,14.000000000000002,5.0
3105,93.0,41.0,90.0,19.0,39.0
3106,97.0,60.0,82.0,42.0,11.0
3107,91.0,87.0,93.0,99.0,60.0
3108,99.0,54.0,96.0,52.0,95.0
3109,91.0,97.0,90.0,59.0,28.999999999999996
3110,68.0,50.0,99.0,99.0,65.0
3111,98.0,44.0,98.0,34.0,51.0
3112,90.0,72.0,98.0,31.0,48.0
3113,79.0,61.0,95.0,96.0,0.0
3114,62.0,37.0,63.0,4.0,31.0
3115,73.0,86.0,87.0,56.00000000000001,10.0
3116,97.0,97.0,96.0,37.0,91.0
3117,77.0,78.0,99.0,90.0,8.0
3118,93.0,23.0,71.0,19.0,32.0
3119,99.0,78.0,80.0,77.0,59.0
3120,75.0,98.0,98.0,90.0,10.0
3121,93.0,57.00000000000001,93.0,97.0,47.0
3122,86.0,89.0,87.0,44.0,32.0
3123,71.0,72.0,70.0,34.0,96.0
3124,81.0,75.0,97.0,88.0,2.0
3125,81.0,44.0,94.0,13.0,42.0
3126,82.0,72.0,43.0,30.0,91.0
3127,89.0,70.0,81.0,8.0,13.0
3128,99.0,68.0,99.0,14.000000000000002,34.0
3129,90.0,35.0,80.0,97.0,27.0
3130,95.0,70.0,92.0,59.0,86.0
3131,91.0,85.0,88.0,52.0,4.0
3132,50.0,96.0,92.0,97.0,98.0
3133,93.0,94.0,98.0,39.0,5.0
3134,95.0,41.0,98.0,33.0,98.0
3135,93.0,26.0,90.0,5.0,11.0
3136,87.0,91.0,92.0,10.0,81.0
3137,99.0,60.0,91.0,81.0,9.0
3138,99.0,83.0,95.0,64.0,13.0
3139,97.0,59.0,92.0,69.0,61.0
3140,98.0,64.0,77.0,2.0,22.0
3141,57.99999999999999,86.0,93.0,95.0,40.0
3142,69.0,86.0,94.0,76.0,28.000000000000004
3143,60.0,73.0,84.0,80.0,41.0
3144,95.0,37.0,93.0,34.0,53.0
3145,99.0,76.0,94.0,93.0,76.0
3146,82.0,50.0,97.0,17.0,19.0
3147,70.0,67.0,92.0,99.0,22.0
3148,98.0,93.0,86.0,93.0,44.0
3149,93.0,44.0,91.0,70.0,83.0
3150,98.0,99.0,85.0,96.0,74.0
3151,99.0,63.0,89.0,92.0,15.0
3152,63.0,55.00000000000001,96.0,97.0,57.99999999999999
3153,99.0,97.0,95.0,37.0,75.0
3154,92.0,81.0,80.0,80.0,73.0
3155,80.0,79.0,44.0,71.0,95.0
3156,78.0,57.99999999999999,78.0,99.0,34.0
3157,93.0,75.0,93.0,35.0,40.0
3158,37.0,82.0,97.0,4.0,28.000000000000004
3159,72.0,69.0,91.0,93.0,26.0
3160,85.0,94.0,92.0,77.0,39.0
3161,89.0,78.0,87.0,34.0,12.0
3162,98.0,56.00000000000001,84.0,84.0,25.0
3163,80.0,98.0,93.0,99.0,71.0
3164,82.0,59.0,84.0,98.0,10.0
3165,98.0,41.0,95.0,98.0,89.0
3166,99.0,22.0,96.0,45.0,25.0
3167,99.0,42.0,97.0,5.0,6.0
3168,97.0,12.0,69.0,47.0,15.0
3169,96.0,65.0,90.0,65.0,32.0
3170,79.0,82.0,73.0,44.0,38.0
3171,84.0,59.0,98.0,21.0,95.0
3172,64.0,80.0,87.0,98.0,34.0
3173,97.0,84.0,78.0,65.0,99.0
3174,97.0,87.0,96.0,97.0,8.0
3175,86.0,96.0,83.0,5.0,72.0
3176,80.0,92.0,74.0,47.0,19.0
3177,90.0,80.0,95.0,55.00000000000001,31.0
3178,84.0,97.0,93.0,42.0,69.0
3179,99.0,41.0,80.0,79.0,21.0
3180,80.0,32.0,84.0,80.0,3.0
3181,78.0,25.0,71.0,91.0,95.0
3182,89.0,36.0,97.0,54.0,64.0
3183,82.0,70.0,86.0,93.0,41.0
3184,65.0,76.0,97.0,4.0,10.0
3185,99.0,46.0,85.0,98.0,22.0
3186,92.0,99.0,84.0,68.0,2.0
3187,88.0,70.0,98.0,95.0,27.0
3188,71.0,96.0,97.0,52.0,26.0
3189,70.0,60.0,97.0,55.00000000000001,12.0
3190,87.0,54.0,95.0,97.0,41.0
3191,97.0,84.0,93.0,40.0,10.0
3192,85.0,56.00000000000001,77.0,6.0,95.0
3193,74.0,57.00000000000001,92.0,48.0,72.0
3194,80.0,57.99999999999999,86.0,95.0,9.0
3195,38.0,71.0,97.0,98.0,40.0
3196,91.0,83.0,96.0,78.0,24.0
3197,94.0,75.0,88.0,43.0,23.0
3198,97.0,98.0,89.0,9.0,24.0
3199,96.0,57.99999999999999,88.0,78.0,69.0
3200,99.0,76.0,69.0,57.00000000000001,81.0
3201,36.0,47.0,53.0,38.0,3.0
3202,95.0,51.0,84.0,88.0,87.0
3203,92.0,99.0,79.0,86.0,18.0
3204,96.0,90.0,99.0,17.0,89.0
3205,99.0,73.0,97.0,84.0,36.0
3206,33.0,94.0,86.0,78.0,32.0
3207,85.0,82.0,99.0,70.0,13.0
3208,74.0,62.0,80.0,3.0,23.0
3209,83.0,96.0,90.0,27.0,21.0
3210,84.0,43.0,93.0,91.0,35.0
3211,68.0,97.0,97.0,99.0,45.0
3212,86.0,67.0,70.0,35.0,14.000000000000002
3213,80.0,94.0,90.0,93.0,14.000000000000002
3214,57.00000000000001,89.0,74.0,98.0,67.0
3215,64.0,35.0,98.0,91.0,25.0
3216,87.0,90.0,76.0,60.0,91.0
3217,79.0,63.0,96.0,11.0,36.0
3218,95.0,62.0,98.0,87.0,54.0
3219,91.0,62.0,99.0,83.0,48.0
3220,99.0,38.0,90.0,99.0,93.0
3221,92.0,96.0,69.0,99.0,61.0
3222,86.0,98.0,61.0,41.0,13.0
3223,67.0,81.0,98.0,98.0,95.0
3224,97.0,63.0,93.0,76.0,1.0
3225,35.0,86.0,4.0,96.0,94.0
3226,81.0,18.0,96.0,74.0,64.0
3227,93.0,93.0,89.0,97.0,41.0
3228,94.0,99.0,98.0,93.0,86.0
3229,92.0,61.0,97.0,35.0,49.0
3230,54.0,25.0,98.0,94.0,54.0
3231,86.0,95.0,96.0,89.0,31.0
3232,96.0,70.0,85.0,76.0,98.0
3233,97.0,74.0,87.0,99.0,53.0
3234,94.0,92.0,69.0,30.0,96.0
3235,93.0,40.0,72.0,59.0,22.0
3236,91.0,64.0,95.0,10.0,13.0
3237,86.0,96.0,83.0,89.0,12.0
3238,88.0,57.00000000000001,98.0,90.0,13.0
3239,97.0,87.0,75.0,75.0,98.0
3240,74.0,97.0,82.0,90.0,39.0
3241,86.0,68.0,99.0,88.0,32.0
3242,98.0,71.0,91.0,98.0,98.0
3243,97.0,70.0,94.0,78.0,75.0
3244,57.00000000000001,60.0,89.0,26.0,43.0
3245,98.0,0.0,98.0,66.0,97.0
3246,74.0,17.0,98.0,21.0,64.0
3247,96.0,65.0,13.0,22.0,12.0
3248,97.0,94.0,99.0,93.0,19.0
3249,64.0,50.0,93.0,12.0,82.0
3250,89.0,80.0,79.0,20.0,63.0
3251,95.0,66.0,89.0,94.0,68.0
3252,89.0,79.0,97.0,54.0,42.0
3253,69.0,52.0,97.0,93.0,17.0
3254,98.0,57.00000000000001,87.0,62.0,93.0
3255,44.0,69.0,79.0,36.0,46.0
3256,83.0,0.0,83.0,61.0,34.0
3257,98.0,89.0,99.0,83.0,44.0
3258,97.0,96.0,92.0,92.0,65.0
3259,91.0,31.0,63.0,51.0,91.0
3260,78.0,82.0,90.0,93.0,99.0
3261,99.0,83.0,97.0,96.0,99.0
3262,49.0,88.0,79.0,69.0,68.0
3263,96.0,87.0,97.0,64.0,72.0
3264,84.0,87.0,99.0,21.0,88.0
3265,66.0,19.0,89.0,31.0,51.0
3266,95.0,42.0,98.0,94.0,19.0
3267,56.00000000000001,86.0,94.0,92.0,67.0
3268,89.0,98.0,75.0,85.0,40.0
3269,98.0,96.0,98.0,84.0,66.0
3270,75.0,97.0,87.0,97.0,72.0
3271,73.0,97.0,92.0,64.0,90.0
3272,97.0,50.0,97.0,18.0,71.0
3273,87.0,71.0,90.0,94.0,91.0
3274,98.0,94.0,79.0,75.0,57.00000000000001
3275,98.0,88.0,81.0,69.0,19.0
3276,75.0,97.0,78.0,2.0,13.0
3277,96.0,28.000000000000004,96.0,40.0,71.0
3278,98.0,72.0,87.0,36.0,19.0
3279,94.0,71.0,88.0,6.0,33.0
3280,59.0,96.0,71.0,98.0,12.0
3281,93.0,92.0,83.0,54.0,87.0
3282,77.0,49.0,70.0,77.0,0.0
3283,99.0,86.0,53.0,96.0,48.0
3284,70.0,96.0,89.0,2.0,24.0
3285,98.0,91.0,79.0,41.0,97.0
3286,73.0,32.0,91.0,72.0,56.00000000000001
3287,94.0,67.0,65.0,90.0,96.0
3288,81.0,34.0,99.0,97.0,0.0
3289,91.0,91.0,95.0,44.0,45.0
3290,95.0,69.0,26.0,99.0,6.0
3291,71.0,60.0,57.99999999999999,47.0,30.0
3292,86.0,38.0,69.0,19.0,52.0
3293,39.0,87.0,90.0,57.99999999999999,43.0
3294,75.0,87.0,82.0,99.0,64.0
3295,79.0,17.0,99.0,17.0,82.0
3296,98.0,81.0,95.0,22.0,69.0
3297,98.0,14.000000000000002,79.0,99.0,92.0
3298,85.0,62.0,99.0,4.0,35.0
3299,90.0,80.0,72.0,92.0,57.99999999999999
3300,52.0,4.0,96.0,98.0,13.0
3301,80.0,79.0,90.0,63.0,95.0
3302,91.0,99.0,83.0,41.0,98.0
3303,95.0,76.0,67.0,85.0,32.0
3304,77.0,71.0,95.0,95.0,68.0
3305,97.0,63.0,90.0,33.0,93.0
3306,75.0,59.0,91.0,10.0,46.0
3307,97.0,93.0,98.0,75.0,38.0
3308,97.0,54.0,99.0,75.0,27.0
3309,86.0,74.0,92.0,37.0,21.0
3310,93.0,66.0,98.0,87.0,5.0
3311,81.0,39.0,91.0,78.0,21.0
3312,95.0,88.0,70.0,84.0,27.0
3313,97.0,90.0,73.0,18.0,20.0
3314,71.0,44.0,88.0,92.0,32.0
3315,98.0,98.0,81.0,88.0,1.0
3316,89.0,34.0,82.0,84.0,14.000000000000002
3317,92.0,74.0,85.0,96.0,79.0
3318,98.0,17.0,96.0,26.0,0.0
3319,86.0,95.0,97.0,99.0,34.0
3320,96.0,36.0,94.0,99.0,76.0
3321,57.00000000000001,50.0,97.0,63.0,24.0
3322,97.0,80.0,94.0,93.0,46.0
3323,99.0,56.00000000000001,87.0,83.0,84.0
3324,98.0,99.0,82.0,69.0,98.0
3325,92.0,92.0,99.0,6.0,48.0
3326,79.0,96.0,54.0,99.0,0.0
3327,88.0,94.0,98.0,67.0,9.0
3328,64.0,80.0,95.0,40.0,88.0
3329,93.0,84.0,97.0,97.0,49.0
3330,84.0,88.0,84.0,42.0,96.0
3331,83.0,50.0,78.0,71.0,14.000000000000002
3332,97.0,73.0,59.0,96.0,15.0
3333,99.0,48.0,98.0,27.0,45.0
3334,99.0,87.0,90.0,97.0,28.999999999999996
3335,84.0,59.0,57.00000000000001,36.0,57.99999999999999
3336,99.0,45.0,98.0,69.0,96.0
3337,96.0,83.0,57.99999999999999,99.0,19.0
3338,90.0,85.0,93.0,7.000000000000001,54.0
3339,92.0,51.0,95.0,90.0,16.0
3340,98.0,71.0,85.0,26.0,0.0
3341,98.0,72.0,57.00000000000001,28.000000000000004,13.0
3342,75.0,57.00000000000001,83.0,93.0,11.0
3343,92.0,97.0,90.0,23.0,36.0
3344,95.0,77.0,99.0,21.0,28.999999999999996
3345,97.0,98.0,96.0,61.0,48.0
3346,89.0,68.0,90.0,9.0,44.0
3347,70.0,92.0,95.0,92.0,1.0
3348,95.0,99.0,88.0,97.0,92.0
3349,94.0,84.0,61.0,89.0,10.0
3350,85.0,65.0,83.0,45.0,86.0
3351,99.0,83.0,68.0,85.0,55.00000000000001
3352,99.0,33.0,86.0,39.0,85.0
3353,75.0,65.0,98.0,7.000000000000001,44.0
3354,97.0,79.0,99.0,77.0,8.0
3355,65.0,39.0,88.0,15.0,12.0
3356,86.0,85.0,97.0,67.0,59.0
3357,96.0,50.0,99.0,96.0,4.0
3358,98.0,92.0,94.0,97.0,34.0
3359,99.0,92.0,86.0,54.0,45.0
3360,81.0,44.0,97.0,92.0,10.0
3361,91.0,84.0,97.0,88.0,97.0
