,HPTN084,TDF2,Partners,VOICE,FEM
7906,67.0,84.0,98.0,99.0,64.0
7907,47.0,37.0,83.0,61.0,94.0
7908,83.0,65.0,99.0,98.0,65.0
7909,88.0,78.0,57.99999999999999,98.0,2.0
7910,85.0,45.0,57.00000000000001,94.0,4.0
7911,68.0,88.0,97.0,9.0,97.0
7912,96.0,72.0,74.0,61.0,45.0
7913,92.0,69.0,98.0,95.0,71.0
7914,99.0,9.0,72.0,95.0,86.0
7915,92.0,50.0,95.0,12.0,17.0
7916,87.0,71.0,83.0,51.0,81.0
7917,84.0,86.0,98.0,88.0,3.0
7918,98.0,51.0,78.0,48.0,86.0
7919,99.0,77.0,83.0,97.0,86.0
7920,98.0,45.0,83.0,74.0,51.0
7921,85.0,81.0,95.0,72.0,94.0
7922,99.0,64.0,90.0,67.0,1.0
7923,75.0,5.0,42.0,99.0,68.0
7924,99.0,89.0,85.0,48.0,30.0
7925,96.0,61.0,90.0,94.0,41.0
7926,93.0,9.0,79.0,4.0,49.0
7927,98.0,99.0,83.0,31.0,93.0
7928,96.0,89.0,68.0,75.0,86.0
7929,95.0,78.0,66.0,80.0,99.0
7930,46.0,80.0,91.0,75.0,85.0
7931,86.0,95.0,98.0,76.0,25.0
7932,62.0,64.0,83.0,70.0,8.0
7933,78.0,65.0,83.0,87.0,60.0
7934,91.0,57.99999999999999,93.0,24.0,23.0
7935,81.0,31.0,59.0,79.0,83.0
7936,91.0,78.0,98.0,39.0,42.0
7937,95.0,98.0,99.0,26.0,89.0
7938,95.0,46.0,89.0,32.0,96.0
7939,99.0,92.0,81.0,75.0,4.0
7940,93.0,97.0,74.0,96.0,79.0
7941,96.0,77.0,94.0,95.0,39.0
7942,94.0,74.0,88.0,87.0,12.0
7943,96.0,98.0,90.0,9.0,77.0
7944,82.0,67.0,97.0,94.0,3.0
7945,98.0,73.0,91.0,9.0,62.0
7946,98.0,54.0,95.0,8.0,85.0
7947,99.0,97.0,97.0,15.0,86.0
7948,47.0,70.0,77.0,53.0,1.0
7949,97.0,48.0,67.0,87.0,1.0
7950,84.0,70.0,72.0,20.0,2.0
7951,89.0,25.0,97.0,22.0,2.0
7952,50.0,72.0,96.0,48.0,18.0
7953,30.0,72.0,98.0,66.0,26.0
7954,86.0,73.0,82.0,1.0,52.0
7955,78.0,82.0,95.0,98.0,46.0
7956,81.0,72.0,97.0,98.0,73.0
7957,61.0,98.0,94.0,66.0,5.0
7958,69.0,54.0,71.0,88.0,18.0
7959,97.0,59.0,94.0,90.0,51.0
7960,85.0,50.0,82.0,18.0,87.0
7961,46.0,85.0,94.0,98.0,23.0
7962,69.0,72.0,94.0,63.0,68.0
7963,79.0,66.0,70.0,50.0,34.0
7964,88.0,81.0,88.0,18.0,22.0
7965,93.0,89.0,98.0,44.0,97.0
7966,73.0,74.0,81.0,97.0,44.0
7967,67.0,99.0,95.0,70.0,43.0
7968,68.0,59.0,97.0,82.0,11.0
7969,99.0,74.0,79.0,95.0,25.0
7970,97.0,98.0,99.0,50.0,85.0
7971,96.0,37.0,84.0,8.0,23.0
7972,94.0,94.0,85.0,6.0,57.00000000000001
7973,73.0,74.0,90.0,51.0,84.0
7974,86.0,66.0,81.0,96.0,84.0
7975,97.0,84.0,88.0,57.99999999999999,28.000000000000004
7976,64.0,19.0,86.0,99.0,86.0
7977,78.0,86.0,47.0,99.0,96.0
7978,98.0,85.0,96.0,19.0,36.0
7979,99.0,2.0,90.0,9.0,33.0
7980,95.0,60.0,98.0,12.0,51.0
7981,99.0,18.0,89.0,97.0,72.0
7982,97.0,76.0,95.0,97.0,53.0
7983,99.0,70.0,92.0,45.0,15.0
7984,49.0,81.0,81.0,23.0,57.00000000000001
7985,53.0,9.0,95.0,0.0,13.0
7986,97.0,76.0,36.0,21.0,95.0
7987,96.0,96.0,93.0,2.0,41.0
7988,95.0,96.0,94.0,44.0,37.0
7989,99.0,84.0,95.0,23.0,98.0
7990,93.0,65.0,66.0,45.0,97.0
7991,95.0,66.0,64.0,57.00000000000001,67.0
7992,99.0,88.0,95.0,93.0,7.000000000000001
7993,92.0,87.0,94.0,96.0,57.00000000000001
7994,97.0,91.0,87.0,91.0,82.0
7995,99.0,92.0,89.0,12.0,9.0
7996,97.0,78.0,54.0,57.00000000000001,74.0
7997,80.0,34.0,75.0,97.0,89.0
7998,83.0,12.0,82.0,6.0,43.0
7999,99.0,28.999999999999996,82.0,95.0,20.0
8000,89.0,97.0,99.0,59.0,6.0
8001,93.0,85.0,72.0,96.0,10.0
8002,99.0,72.0,88.0,52.0,1.0
8003,72.0,83.0,97.0,68.0,38.0
8004,99.0,48.0,94.0,92.0,42.0
8005,40.0,79.0,95.0,99.0,43.0
8006,62.0,89.0,85.0,83.0,51.0
8007,97.0,48.0,99.0,73.0,96.0
8008,97.0,99.0,76.0,80.0,2.0
8009,81.0,80.0,72.0,33.0,41.0
8010,98.0,56.00000000000001,97.0,85.0,0.0
8011,85.0,95.0,96.0,81.0,80.0
8012,65.0,76.0,87.0,89.0,80.0
8013,66.0,52.0,90.0,12.0,27.0
8014,84.0,51.0,88.0,62.0,13.0
8015,92.0,75.0,95.0,60.0,68.0
8016,87.0,24.0,99.0,55.00000000000001,22.0
8017,99.0,86.0,66.0,98.0,39.0
8018,87.0,64.0,49.0,63.0,97.0
8019,94.0,88.0,75.0,92.0,19.0
8020,99.0,95.0,83.0,67.0,4.0
8021,93.0,53.0,74.0,93.0,52.0
8022,98.0,79.0,72.0,67.0,62.0
8023,95.0,97.0,98.0,98.0,40.0
8024,98.0,77.0,92.0,79.0,94.0
8025,33.0,85.0,57.99999999999999,79.0,94.0
8026,97.0,97.0,45.0,16.0,16.0
8027,83.0,99.0,90.0,7.000000000000001,34.0
8028,98.0,70.0,86.0,94.0,87.0
8029,78.0,67.0,86.0,55.00000000000001,94.0
8030,64.0,72.0,94.0,28.999999999999996,96.0
8031,90.0,97.0,88.0,87.0,19.0
8032,95.0,31.0,87.0,93.0,57.00000000000001
8033,99.0,98.0,63.0,56.00000000000001,86.0
8034,99.0,44.0,98.0,52.0,27.0
8035,87.0,30.0,99.0,67.0,23.0
8036,85.0,57.00000000000001,90.0,61.0,54.0
8037,81.0,82.0,87.0,46.0,28.000000000000004
8038,98.0,71.0,71.0,30.0,78.0
8039,77.0,91.0,96.0,95.0,40.0
8040,75.0,90.0,89.0,8.0,45.0
8041,73.0,60.0,88.0,0.0,16.0
8042,73.0,99.0,96.0,6.0,3.0
8043,99.0,79.0,85.0,73.0,84.0
8044,69.0,81.0,95.0,67.0,47.0
8045,62.0,86.0,76.0,41.0,75.0
8046,96.0,75.0,99.0,45.0,9.0
8047,65.0,73.0,98.0,24.0,72.0
8048,96.0,82.0,99.0,98.0,61.0
8049,94.0,74.0,99.0,97.0,14.000000000000002
8050,68.0,76.0,86.0,76.0,76.0
8051,78.0,26.0,34.0,24.0,42.0
8052,98.0,50.0,96.0,89.0,94.0
8053,98.0,28.000000000000004,96.0,42.0,3.0
8054,99.0,67.0,84.0,3.0,99.0
8055,48.0,56.00000000000001,76.0,59.0,15.0
8056,63.0,78.0,91.0,60.0,12.0
8057,99.0,39.0,87.0,20.0,91.0
8058,98.0,64.0,80.0,70.0,44.0
8059,99.0,88.0,96.0,53.0,21.0
8060,96.0,66.0,64.0,39.0,97.0
8061,92.0,89.0,86.0,44.0,39.0
8062,99.0,85.0,89.0,96.0,99.0
8063,99.0,61.0,86.0,61.0,5.0
8064,99.0,98.0,92.0,54.0,57.99999999999999
8065,98.0,41.0,95.0,71.0,91.0
8066,42.0,68.0,87.0,13.0,51.0
8067,26.0,41.0,90.0,96.0,48.0
8068,99.0,26.0,88.0,9.0,87.0
8069,84.0,80.0,71.0,17.0,17.0
8070,88.0,68.0,99.0,31.0,34.0
8071,68.0,69.0,86.0,82.0,74.0
8072,98.0,90.0,86.0,9.0,2.0
8073,96.0,57.00000000000001,95.0,30.0,12.0
8074,98.0,28.000000000000004,71.0,39.0,98.0
8075,63.0,25.0,82.0,56.00000000000001,45.0
8076,95.0,97.0,98.0,97.0,1.0
8077,92.0,46.0,92.0,80.0,36.0
8078,42.0,43.0,94.0,69.0,23.0
8079,99.0,85.0,88.0,68.0,67.0
8080,93.0,89.0,88.0,76.0,49.0
8081,81.0,25.0,99.0,86.0,39.0
8082,54.0,81.0,93.0,55.00000000000001,11.0
8083,49.0,74.0,74.0,47.0,81.0
8084,99.0,55.00000000000001,85.0,93.0,77.0
8085,99.0,84.0,95.0,97.0,28.000000000000004
8086,97.0,76.0,99.0,44.0,3.0
8087,82.0,53.0,87.0,53.0,12.0
8088,62.0,80.0,73.0,28.000000000000004,6.0
8089,67.0,89.0,98.0,94.0,40.0
8090,88.0,84.0,94.0,96.0,36.0
8091,81.0,60.0,98.0,94.0,95.0
8092,77.0,93.0,99.0,53.0,16.0
8093,81.0,70.0,84.0,85.0,98.0
8094,90.0,92.0,97.0,99.0,77.0
8095,83.0,86.0,95.0,3.0,25.0
8096,52.0,79.0,95.0,75.0,62.0
8097,66.0,87.0,75.0,12.0,31.0
8098,70.0,52.0,92.0,54.0,16.0
8099,45.0,89.0,98.0,35.0,53.0
8100,99.0,87.0,87.0,7.000000000000001,45.0
8101,99.0,51.0,98.0,81.0,41.0
8102,97.0,47.0,68.0,37.0,67.0
8103,77.0,68.0,85.0,4.0,86.0
8104,72.0,84.0,99.0,70.0,99.0
8105,85.0,61.0,98.0,97.0,13.0
8106,61.0,78.0,49.0,62.0,77.0
8107,77.0,83.0,95.0,68.0,5.0
8108,89.0,70.0,92.0,39.0,73.0
8109,96.0,71.0,84.0,91.0,28.000000000000004
8110,83.0,50.0,92.0,46.0,92.0
8111,95.0,31.0,99.0,81.0,98.0
8112,99.0,91.0,86.0,68.0,36.0
8113,91.0,98.0,85.0,68.0,43.0
8114,86.0,88.0,95.0,31.0,12.0
8115,84.0,57.00000000000001,99.0,26.0,11.0
8116,48.0,90.0,18.0,5.0,47.0
8117,10.0,49.0,91.0,79.0,70.0
8118,81.0,88.0,69.0,72.0,33.0
8119,84.0,82.0,93.0,67.0,91.0
8120,65.0,18.0,99.0,89.0,10.0
8121,87.0,94.0,73.0,79.0,64.0
8122,89.0,90.0,92.0,22.0,51.0
8123,80.0,26.0,84.0,23.0,5.0
8124,99.0,0.0,87.0,28.000000000000004,39.0
8125,98.0,61.0,38.0,95.0,36.0
8126,83.0,78.0,80.0,97.0,31.0
8127,85.0,89.0,88.0,90.0,89.0
8128,72.0,52.0,98.0,94.0,21.0
8129,73.0,31.0,96.0,86.0,94.0
8130,83.0,31.0,92.0,98.0,67.0
8131,95.0,45.0,77.0,41.0,6.0
8132,99.0,78.0,99.0,88.0,13.0
8133,99.0,95.0,96.0,96.0,28.999999999999996
8134,96.0,37.0,89.0,71.0,91.0
8135,87.0,71.0,75.0,14.000000000000002,57.99999999999999
8136,80.0,90.0,86.0,72.0,82.0
8137,95.0,39.0,86.0,48.0,5.0
8138,95.0,45.0,94.0,32.0,96.0
8139,85.0,57.00000000000001,95.0,48.0,96.0
8140,81.0,72.0,91.0,28.999999999999996,28.000000000000004
8141,99.0,99.0,99.0,21.0,46.0
8142,95.0,78.0,97.0,1.0,89.0
8143,71.0,48.0,82.0,55.00000000000001,61.0
8144,88.0,76.0,76.0,63.0,92.0
8145,97.0,78.0,81.0,34.0,82.0
8146,99.0,93.0,79.0,95.0,20.0
8147,85.0,87.0,77.0,25.0,8.0
8148,68.0,73.0,85.0,94.0,73.0
8149,83.0,82.0,98.0,80.0,2.0
8150,67.0,98.0,99.0,35.0,3.0
8151,96.0,46.0,97.0,80.0,59.0
8152,86.0,90.0,37.0,97.0,28.000000000000004
8153,86.0,66.0,42.0,97.0,11.0
8154,99.0,99.0,93.0,45.0,64.0
8155,43.0,48.0,80.0,95.0,27.0
8156,97.0,75.0,95.0,64.0,49.0
8157,99.0,95.0,84.0,38.0,33.0
8158,74.0,91.0,90.0,70.0,5.0
8159,92.0,73.0,94.0,53.0,44.0
8160,91.0,48.0,68.0,6.0,3.0
8161,99.0,91.0,94.0,99.0,41.0
8162,60.0,93.0,48.0,85.0,0.0
8163,98.0,89.0,77.0,56.00000000000001,99.0
8164,89.0,67.0,97.0,45.0,26.0
8165,80.0,57.99999999999999,95.0,91.0,88.0
8166,63.0,91.0,96.0,99.0,98.0
8167,80.0,57.99999999999999,88.0,85.0,30.0
8168,97.0,62.0,45.0,93.0,23.0
8169,99.0,95.0,95.0,98.0,11.0
8170,99.0,81.0,90.0,97.0,11.0
8171,83.0,85.0,83.0,22.0,30.0
8172,80.0,51.0,91.0,95.0,71.0
8173,92.0,98.0,94.0,67.0,25.0
8174,99.0,59.0,83.0,47.0,59.0
8175,99.0,93.0,84.0,90.0,7.000000000000001
8176,87.0,95.0,81.0,24.0,39.0
8177,92.0,57.99999999999999,77.0,99.0,84.0
8178,97.0,93.0,84.0,88.0,27.0
8179,87.0,91.0,98.0,93.0,38.0
8180,90.0,80.0,97.0,15.0,14.000000000000002
8181,85.0,36.0,90.0,25.0,87.0
8182,57.99999999999999,10.0,96.0,89.0,97.0
8183,92.0,47.0,99.0,9.0,41.0
8184,63.0,70.0,98.0,2.0,88.0
8185,76.0,43.0,90.0,30.0,9.0
8186,99.0,99.0,74.0,68.0,7.000000000000001
8187,69.0,64.0,94.0,36.0,43.0
8188,94.0,91.0,53.0,31.0,69.0
8189,99.0,50.0,90.0,84.0,99.0
8190,99.0,74.0,73.0,86.0,35.0
8191,87.0,92.0,84.0,98.0,82.0
8192,77.0,95.0,83.0,30.0,2.0
8193,71.0,89.0,82.0,35.0,87.0
8194,79.0,5.0,89.0,95.0,76.0
8195,86.0,74.0,84.0,34.0,86.0
8196,81.0,98.0,86.0,50.0,20.0
8197,99.0,89.0,89.0,49.0,99.0
8198,99.0,87.0,95.0,98.0,2.0
8199,81.0,66.0,88.0,22.0,25.0
8200,97.0,56.00000000000001,91.0,69.0,32.0
8201,40.0,84.0,82.0,95.0,65.0
8202,98.0,82.0,91.0,84.0,46.0
8203,99.0,82.0,97.0,38.0,96.0
8204,77.0,91.0,99.0,87.0,11.0
8205,81.0,70.0,74.0,79.0,18.0
8206,74.0,75.0,62.0,51.0,13.0
8207,72.0,95.0,98.0,23.0,32.0
8208,65.0,75.0,96.0,37.0,20.0
8209,99.0,76.0,99.0,12.0,44.0
8210,98.0,80.0,99.0,1.0,3.0
8211,84.0,73.0,90.0,77.0,51.0
8212,68.0,9.0,84.0,51.0,53.0
8213,93.0,50.0,90.0,99.0,37.0
8214,91.0,89.0,98.0,99.0,67.0
8215,97.0,35.0,81.0,17.0,78.0
8216,79.0,97.0,78.0,31.0,81.0
8217,97.0,75.0,99.0,44.0,70.0
8218,61.0,19.0,98.0,11.0,99.0
8219,91.0,81.0,80.0,64.0,98.0
8220,47.0,86.0,92.0,13.0,21.0
8221,90.0,78.0,98.0,41.0,53.0
8222,94.0,72.0,98.0,13.0,3.0
8223,93.0,60.0,90.0,38.0,2.0
8224,96.0,87.0,98.0,82.0,76.0
8225,87.0,83.0,93.0,95.0,19.0
8226,49.0,74.0,86.0,50.0,33.0
8227,99.0,85.0,99.0,20.0,62.0
8228,79.0,76.0,61.0,8.0,31.0
8229,98.0,96.0,95.0,5.0,27.0
8230,80.0,96.0,70.0,98.0,22.0
8231,82.0,48.0,99.0,39.0,20.0
8232,92.0,94.0,84.0,46.0,57.00000000000001
8233,98.0,55.00000000000001,91.0,50.0,89.0
8234,83.0,96.0,92.0,37.0,61.0
8235,85.0,48.0,83.0,91.0,44.0
8236,99.0,93.0,93.0,99.0,52.0
8237,91.0,64.0,96.0,97.0,17.0
8238,93.0,94.0,83.0,61.0,69.0
8239,54.0,97.0,79.0,49.0,52.0
8240,94.0,59.0,57.99999999999999,47.0,31.0
8241,61.0,28.000000000000004,85.0,80.0,94.0
8242,71.0,98.0,98.0,97.0,3.0
8243,97.0,9.0,98.0,94.0,28.999999999999996
8244,85.0,85.0,95.0,15.0,77.0
8245,96.0,99.0,88.0,52.0,96.0
8246,98.0,94.0,94.0,3.0,14.000000000000002
8247,89.0,70.0,56.00000000000001,11.0,56.00000000000001
8248,94.0,73.0,87.0,60.0,6.0
8249,63.0,98.0,98.0,95.0,15.0
8250,54.0,71.0,96.0,20.0,56.00000000000001
8251,95.0,78.0,92.0,91.0,23.0
8252,74.0,45.0,80.0,54.0,82.0
8253,95.0,56.00000000000001,97.0,57.00000000000001,0.0
8254,99.0,73.0,95.0,82.0,57.99999999999999
8255,94.0,72.0,92.0,60.0,97.0
8256,66.0,28.999999999999996,87.0,54.0,4.0
8257,90.0,92.0,98.0,19.0,53.0
8258,97.0,95.0,84.0,53.0,94.0
8259,98.0,93.0,94.0,48.0,55.00000000000001
8260,96.0,98.0,92.0,84.0,12.0
8261,98.0,88.0,73.0,89.0,47.0
8262,99.0,99.0,84.0,57.99999999999999,91.0
8263,89.0,67.0,96.0,47.0,10.0
8264,96.0,85.0,82.0,44.0,32.0
8265,88.0,96.0,99.0,35.0,33.0
8266,99.0,17.0,99.0,77.0,34.0
8267,98.0,67.0,97.0,30.0,70.0
8268,84.0,73.0,70.0,5.0,99.0
8269,92.0,71.0,97.0,60.0,80.0
8270,74.0,49.0,92.0,19.0,99.0
8271,59.0,24.0,81.0,51.0,35.0
8272,71.0,77.0,96.0,8.0,86.0
8273,85.0,86.0,90.0,16.0,53.0
8274,98.0,52.0,98.0,57.00000000000001,94.0
8275,73.0,76.0,65.0,26.0,7.000000000000001
8276,84.0,97.0,73.0,27.0,14.000000000000002
8277,41.0,98.0,99.0,87.0,26.0
8278,77.0,96.0,79.0,73.0,52.0
8279,84.0,57.00000000000001,40.0,59.0,0.0
8280,94.0,47.0,88.0,45.0,96.0
8281,89.0,45.0,80.0,77.0,94.0
8282,24.0,79.0,54.0,85.0,42.0
8283,57.00000000000001,97.0,85.0,53.0,72.0
8284,99.0,83.0,71.0,91.0,66.0
8285,95.0,90.0,79.0,94.0,66.0
8286,72.0,59.0,95.0,84.0,7.000000000000001
8287,83.0,82.0,90.0,52.0,48.0
8288,99.0,77.0,80.0,99.0,50.0
8289,80.0,4.0,99.0,61.0,39.0
8290,84.0,86.0,96.0,97.0,6.0
8291,82.0,85.0,96.0,97.0,56.00000000000001
8292,87.0,99.0,74.0,23.0,21.0
8293,88.0,99.0,97.0,13.0,4.0
8294,83.0,71.0,97.0,33.0,25.0
8295,99.0,98.0,84.0,92.0,72.0
8296,45.0,87.0,86.0,94.0,10.0
8297,90.0,97.0,79.0,15.0,24.0
8298,86.0,96.0,84.0,82.0,96.0
8299,95.0,41.0,94.0,53.0,42.0
8300,98.0,95.0,92.0,47.0,27.0
8301,62.0,88.0,95.0,67.0,89.0
8302,99.0,88.0,96.0,69.0,97.0
8303,62.0,75.0,80.0,67.0,98.0
8304,95.0,68.0,63.0,31.0,28.000000000000004
8305,68.0,28.000000000000004,73.0,5.0,84.0
8306,45.0,53.0,70.0,80.0,6.0
8307,98.0,46.0,99.0,89.0,59.0
8308,96.0,42.0,93.0,59.0,18.0
8309,98.0,84.0,56.00000000000001,98.0,81.0
8310,76.0,71.0,93.0,88.0,50.0
8311,82.0,73.0,51.0,40.0,12.0
8312,98.0,81.0,96.0,18.0,56.00000000000001
8313,82.0,80.0,80.0,94.0,50.0
8314,97.0,83.0,98.0,61.0,61.0
8315,98.0,37.0,97.0,9.0,88.0
8316,90.0,76.0,62.0,9.0,74.0
8317,75.0,1.0,99.0,22.0,96.0
8318,94.0,98.0,97.0,98.0,42.0
8319,73.0,30.0,95.0,61.0,66.0
8320,95.0,85.0,69.0,43.0,35.0
8321,99.0,80.0,87.0,71.0,96.0
8322,80.0,85.0,99.0,89.0,90.0
8323,96.0,51.0,69.0,84.0,83.0
8324,56.00000000000001,82.0,78.0,75.0,96.0
8325,96.0,39.0,55.00000000000001,15.0,93.0
8326,68.0,76.0,89.0,55.00000000000001,62.0
8327,85.0,42.0,94.0,21.0,13.0
8328,98.0,84.0,98.0,90.0,20.0
8329,68.0,91.0,95.0,76.0,44.0
8330,82.0,83.0,79.0,2.0,10.0
8331,42.0,92.0,95.0,66.0,57.99999999999999
8332,64.0,21.0,97.0,38.0,99.0
8333,96.0,92.0,87.0,85.0,99.0
8334,99.0,91.0,85.0,85.0,69.0
8335,84.0,48.0,96.0,16.0,60.0
8336,52.0,40.0,87.0,36.0,80.0
8337,99.0,98.0,74.0,49.0,46.0
8338,62.0,85.0,84.0,77.0,81.0
8339,93.0,14.000000000000002,82.0,96.0,37.0
8340,99.0,72.0,96.0,96.0,26.0
8341,98.0,67.0,98.0,92.0,89.0
8342,68.0,82.0,85.0,69.0,27.0
8343,89.0,17.0,96.0,53.0,12.0
8344,99.0,98.0,91.0,94.0,61.0
8345,97.0,89.0,99.0,86.0,54.0
8346,47.0,92.0,98.0,92.0,56.00000000000001
8347,94.0,93.0,95.0,98.0,81.0
8348,95.0,73.0,79.0,75.0,5.0
8349,99.0,98.0,84.0,18.0,95.0
8350,94.0,67.0,76.0,98.0,19.0
8351,99.0,80.0,79.0,5.0,90.0
8352,97.0,97.0,72.0,94.0,90.0
8353,72.0,83.0,98.0,83.0,13.0
8354,79.0,55.00000000000001,97.0,65.0,34.0
8355,86.0,67.0,86.0,42.0,12.0
8356,78.0,84.0,95.0,64.0,6.0
8357,75.0,48.0,88.0,87.0,33.0
8358,80.0,83.0,84.0,24.0,28.000000000000004
8359,99.0,99.0,97.0,20.0,19.0
8360,99.0,77.0,91.0,8.0,91.0
8361,73.0,56.00000000000001,99.0,5.0,39.0
8362,98.0,78.0,48.0,82.0,98.0
8363,97.0,19.0,91.0,69.0,27.0
8364,87.0,90.0,95.0,19.0,98.0
8365,88.0,97.0,86.0,10.0,56.00000000000001
8366,95.0,73.0,95.0,98.0,76.0
8367,94.0,84.0,97.0,77.0,57.99999999999999
8368,93.0,57.00000000000001,98.0,8.0,82.0
8369,57.00000000000001,70.0,99.0,84.0,43.0
8370,81.0,61.0,61.0,91.0,35.0
8371,95.0,80.0,99.0,65.0,47.0
8372,98.0,37.0,78.0,12.0,49.0
8373,99.0,3.0,99.0,1.0,61.0
8374,97.0,31.0,96.0,94.0,32.0
8375,98.0,89.0,95.0,94.0,84.0
8376,85.0,24.0,93.0,66.0,41.0
8377,94.0,69.0,96.0,95.0,91.0
8378,98.0,96.0,82.0,98.0,5.0
8379,66.0,92.0,80.0,71.0,67.0
8380,98.0,52.0,99.0,99.0,18.0
8381,96.0,97.0,93.0,86.0,52.0
8382,57.99999999999999,99.0,86.0,21.0,13.0
8383,99.0,61.0,99.0,99.0,83.0
8384,81.0,7.000000000000001,93.0,53.0,86.0
8385,86.0,65.0,95.0,93.0,26.0
8386,94.0,89.0,99.0,4.0,90.0
8387,97.0,33.0,93.0,56.00000000000001,36.0
8388,93.0,92.0,86.0,98.0,19.0
8389,95.0,92.0,97.0,69.0,81.0
8390,62.0,97.0,97.0,31.0,33.0
8391,97.0,52.0,86.0,57.99999999999999,31.0
8392,79.0,76.0,97.0,95.0,24.0
8393,79.0,53.0,69.0,27.0,99.0
8394,98.0,91.0,67.0,51.0,89.0
8395,75.0,45.0,98.0,99.0,46.0
8396,98.0,64.0,99.0,65.0,75.0
8397,99.0,87.0,84.0,48.0,57.99999999999999
8398,82.0,64.0,76.0,99.0,47.0
8399,99.0,66.0,96.0,17.0,37.0
8400,83.0,53.0,96.0,86.0,43.0
8401,70.0,83.0,99.0,59.0,45.0
8402,97.0,74.0,86.0,68.0,99.0
8403,82.0,66.0,67.0,9.0,66.0
8404,77.0,79.0,73.0,80.0,71.0
8405,72.0,96.0,84.0,98.0,99.0
8406,99.0,15.0,77.0,54.0,97.0
8407,80.0,64.0,99.0,99.0,46.0
8408,99.0,74.0,96.0,69.0,42.0
8409,99.0,79.0,87.0,71.0,93.0
8410,92.0,65.0,90.0,37.0,48.0
8411,98.0,89.0,75.0,77.0,8.0
8412,80.0,80.0,65.0,98.0,63.0
8413,77.0,99.0,91.0,87.0,0.0
8414,56.00000000000001,84.0,53.0,97.0,13.0
8415,92.0,74.0,92.0,61.0,38.0
8416,75.0,87.0,92.0,26.0,37.0
8417,92.0,84.0,99.0,54.0,97.0
8418,99.0,10.0,83.0,4.0,16.0
8419,86.0,98.0,92.0,45.0,1.0
8420,98.0,55.00000000000001,95.0,37.0,33.0
8421,99.0,88.0,98.0,91.0,60.0
8422,90.0,63.0,90.0,54.0,99.0
8423,95.0,33.0,59.0,90.0,12.0
8424,97.0,1.0,79.0,52.0,21.0
8425,97.0,92.0,83.0,18.0,74.0
8426,92.0,48.0,77.0,55.00000000000001,19.0
8427,83.0,97.0,98.0,92.0,4.0
8428,96.0,89.0,71.0,98.0,92.0
8429,64.0,99.0,99.0,26.0,20.0
8430,99.0,73.0,92.0,96.0,28.999999999999996
8431,91.0,25.0,96.0,86.0,11.0
8432,99.0,42.0,79.0,97.0,42.0
8433,72.0,95.0,92.0,2.0,59.0
8434,94.0,75.0,96.0,4.0,6.0
8435,97.0,9.0,98.0,51.0,60.0
8436,99.0,80.0,98.0,95.0,15.0
8437,80.0,76.0,98.0,57.00000000000001,15.0
8438,79.0,76.0,90.0,90.0,10.0
8439,80.0,74.0,67.0,96.0,24.0
8440,85.0,54.0,88.0,1.0,5.0
8441,68.0,75.0,25.0,86.0,28.999999999999996
8442,71.0,84.0,84.0,96.0,27.0
8443,70.0,88.0,82.0,49.0,0.0
8444,66.0,65.0,31.0,99.0,16.0
8445,73.0,68.0,97.0,76.0,56.00000000000001
8446,41.0,95.0,90.0,71.0,62.0
8447,95.0,75.0,93.0,61.0,60.0
8448,66.0,92.0,99.0,14.000000000000002,41.0
8449,82.0,61.0,91.0,63.0,21.0
8450,80.0,76.0,85.0,15.0,6.0
8451,90.0,30.0,97.0,39.0,32.0
8452,86.0,65.0,85.0,28.000000000000004,91.0
8453,86.0,96.0,92.0,51.0,74.0
8454,95.0,92.0,84.0,83.0,59.0
8455,92.0,57.00000000000001,98.0,82.0,88.0
8456,99.0,84.0,85.0,63.0,51.0
8457,96.0,92.0,95.0,72.0,17.0
8458,99.0,92.0,66.0,89.0,7.000000000000001
8459,97.0,37.0,93.0,97.0,5.0
8460,97.0,76.0,87.0,26.0,78.0
8461,83.0,87.0,71.0,60.0,4.0
8462,99.0,90.0,94.0,9.0,15.0
8463,85.0,98.0,98.0,62.0,31.0
8464,75.0,82.0,86.0,97.0,3.0
8465,98.0,88.0,82.0,98.0,54.0
8466,99.0,59.0,88.0,92.0,28.000000000000004
8467,93.0,83.0,96.0,93.0,97.0
8468,98.0,57.99999999999999,81.0,31.0,48.0
8469,97.0,97.0,66.0,90.0,3.0
8470,94.0,91.0,86.0,30.0,51.0
8471,99.0,34.0,88.0,92.0,69.0
8472,77.0,84.0,97.0,5.0,99.0
8473,51.0,62.0,96.0,36.0,56.00000000000001
8474,79.0,90.0,87.0,94.0,19.0
8475,94.0,17.0,98.0,97.0,22.0
8476,96.0,99.0,93.0,13.0,82.0
8477,91.0,33.0,99.0,36.0,4.0
8478,62.0,93.0,99.0,53.0,92.0
8479,99.0,76.0,56.00000000000001,21.0,96.0
8480,99.0,85.0,92.0,83.0,41.0
8481,74.0,95.0,59.0,95.0,0.0
8482,99.0,84.0,80.0,98.0,40.0
8483,70.0,99.0,93.0,19.0,18.0
8484,69.0,85.0,95.0,57.00000000000001,60.0
8485,95.0,69.0,99.0,41.0,9.0
8486,99.0,99.0,90.0,73.0,41.0
8487,99.0,86.0,99.0,21.0,89.0
8488,63.0,25.0,93.0,56.00000000000001,34.0
8489,82.0,30.0,97.0,87.0,50.0
8490,99.0,89.0,88.0,81.0,22.0
8491,90.0,92.0,99.0,15.0,4.0
8492,94.0,82.0,86.0,54.0,92.0
